Dataset,Convolution,Aggregator,Iteration,MAE,RMSE,Maximum error,R2
FreeSolv,GAT,Set Transformer,2,0.2331,0.3283,1.3719,0.9019
FreeSolv,GAT,Set Transformer,3,0.2245,0.3341,1.1734,0.8565
FreeSolv,GAT,Set Transformer,4,0.217,0.3477,1.4749,0.8824
FreeSolv,GATv2,Sum,0,0.188,0.2428,0.6304,0.9536
FreeSolv,GATv2,Sum,1,0.2167,0.3012,1.163,0.8807
FreeSolv,GATv2,Sum,2,0.2355,0.3564,1.7359,0.8788
FreeSolv,GATv2,Sum,3,0.2352,0.3584,1.607,0.8323
FreeSolv,GATv2,Sum,4,0.179,0.2717,0.9759,0.9293
FreeSolv,GATv2,Max,0,0.2394,0.3396,1.7342,0.934
FreeSolv,GATv2,Max,1,0.2502,0.3237,1.0822,0.8863
FreeSolv,GATv2,Max,2,0.2867,0.3912,1.3744,0.8687
FreeSolv,GATv2,Max,3,0.2624,0.3383,0.8505,0.8597
FreeSolv,GATv2,Max,4,0.2376,0.3456,1.4149,0.9134
FreeSolv,GATv2,Mean,0,0.2513,0.3225,1.1058,0.9108
FreeSolv,GATv2,Mean,1,0.2206,0.3002,1.2736,0.8785
FreeSolv,GATv2,Mean,2,0.2816,0.3789,1.2684,0.8676
FreeSolv,GATv2,Mean,3,0.2556,0.3522,1.0168,0.8359
FreeSolv,GATv2,Mean,4,0.228,0.3061,0.9693,0.9124
FreeSolv,GATv2,Dense,0,0.1978,0.2527,0.7594,0.9499
FreeSolv,GATv2,Dense,1,0.1997,0.2622,0.8933,0.9148
FreeSolv,GATv2,Dense,2,0.2213,0.2893,1.0482,0.9318
FreeSolv,GATv2,Dense,3,0.245,0.3447,1.2819,0.852
FreeSolv,GATv2,Dense,4,0.1849,0.283,1.263,0.9233
FreeSolv,GATv2,GRU,0,0.1898,0.2402,0.7016,0.949
FreeSolv,GATv2,GRU,1,0.1826,0.2495,0.7955,0.9166
FreeSolv,GATv2,GRU,2,0.2085,0.345,1.4679,0.8725
FreeSolv,GATv2,GRU,3,0.227,0.3629,1.4804,0.8295
FreeSolv,GATv2,GRU,4,0.1643,0.2491,1.0257,0.9403
FreeSolv,GATv2,Set Transformer,0,0.1903,0.2665,1.0628,0.9469
FreeSolv,GATv2,Set Transformer,1,0.2038,0.2789,0.9617,0.914
FreeSolv,GATv2,Set Transformer,2,0.2428,0.332,1.2325,0.909
FreeSolv,GATv2,Set Transformer,3,0.219,0.3275,1.2192,0.8558
FreeSolv,GATv2,Set Transformer,4,0.1971,0.3179,1.1439,0.9021
FreeSolv,GCN,Sum,0,0.1471,0.1905,0.4845,0.9694
FreeSolv,GCN,Sum,1,0.1685,0.2458,0.9998,0.9183
FreeSolv,GCN,Sum,2,0.2097,0.3473,1.8937,0.8823
FreeSolv,GCN,Sum,3,0.247,0.3855,1.7168,0.8047
FreeSolv,GCN,Sum,4,0.1816,0.2722,0.8718,0.9272
FreeSolv,GCN,Max,0,0.1753,0.2424,0.7865,0.9476
FreeSolv,GCN,Max,1,0.1675,0.2276,0.6986,0.9303
FreeSolv,GCN,Max,2,0.2574,0.3765,1.3141,0.8515
FreeSolv,GCN,Max,3,0.21,0.3004,1.0755,0.8801
FreeSolv,GCN,Max,4,0.1753,0.2516,0.8134,0.9394
FreeSolv,GCN,Mean,0,0.202,0.2756,0.7533,0.9401
FreeSolv,GCN,Mean,1,0.2002,0.2655,0.899,0.9041
FreeSolv,GCN,Mean,2,0.4266,0.6017,2.2433,0.6442
FreeSolv,GCN,Mean,3,0.2636,0.3435,1.0812,0.845
FreeSolv,GCN,Mean,4,0.225,0.3094,1.1154,0.9141
FreeSolv,GCN,Dense,0,0.2269,0.2816,0.7759,0.9373
FreeSolv,GCN,Dense,1,0.2026,0.2547,0.7151,0.9169
FreeSolv,GCN,Dense,2,0.2727,0.3522,1.1522,0.8975
FreeSolv,GCN,Dense,3,0.2815,0.3977,1.3467,0.7897
FreeSolv,GCN,Dense,4,0.2658,0.3601,1.1753,0.8864
FreeSolv,GCN,GRU,0,0.1536,0.2,0.5849,0.9696
FreeSolv,GCN,GRU,1,0.1736,0.2501,0.915,0.916
FreeSolv,GCN,GRU,2,0.2103,0.3063,1.3378,0.9018
FreeSolv,GCN,GRU,3,0.2344,0.3676,1.5124,0.8229
FreeSolv,GCN,GRU,4,0.6471,0.9394,3.7379,0.1694
FreeSolv,GCN,Set Transformer,0,0.1806,0.2326,0.6577,0.963
FreeSolv,GCN,Set Transformer,1,0.1901,0.2476,0.7377,0.9365
FreeSolv,GCN,Set Transformer,2,0.2273,0.3263,1.5555,0.8961
FreeSolv,GCN,Set Transformer,3,0.2293,0.3178,1.0989,0.8659
FreeSolv,GCN,Set Transformer,4,0.2347,0.3486,1.1484,0.891
FreeSolv,GIN,Sum,0,0.2231,0.3125,1.2583,0.9275
FreeSolv,GIN,Sum,1,0.2677,0.3872,1.5984,0.7983
FreeSolv,GIN,Sum,2,0.2742,0.4501,2.3352,0.8054
FreeSolv,GIN,Sum,3,0.3409,0.4332,1.2319,0.7563
FreeSolv,GIN,Sum,4,0.2312,0.373,1.9858,0.8794
FreeSolv,GIN,Max,0,0.2547,0.3544,1.2032,0.9014
FreeSolv,GIN,Max,1,0.2199,0.2814,0.697,0.8922
FreeSolv,GIN,Max,2,0.3016,0.382,1.1252,0.8548
FreeSolv,GIN,Max,3,0.2271,0.3103,0.8611,0.8726
FreeSolv,GIN,Max,4,0.2491,0.3337,1.0857,0.8928
FreeSolv,GIN,Mean,0,0.2417,0.3464,1.5176,0.9157
FreeSolv,GIN,Mean,1,0.2402,0.3269,1.2499,0.8554
FreeSolv,GIN,Mean,2,0.33,0.4079,1.0076,0.8385
FreeSolv,GIN,Mean,3,0.2491,0.3304,0.9244,0.8545
FreeSolv,GIN,Mean,4,0.2979,0.3879,1.1715,0.8533
FreeSolv,GIN,Dense,0,0.2412,0.2866,0.7449,0.9328
FreeSolv,GIN,Dense,1,0.2324,0.3098,1.2367,0.8721
FreeSolv,GIN,Dense,2,0.3269,0.4514,1.7517,0.7977
FreeSolv,GIN,Dense,3,0.2714,0.3667,1.1573,0.8343
FreeSolv,GIN,Dense,4,0.252,0.3311,1.1234,0.8961
FreeSolv,GIN,GRU,0,0.2247,0.3019,0.8997,0.9383
FreeSolv,GIN,GRU,1,0.1992,0.2546,0.7423,0.9118
FreeSolv,GIN,GRU,2,0.2325,0.336,1.5473,0.8846
FreeSolv,GIN,GRU,3,0.3377,0.4991,1.6665,0.7275
FreeSolv,GIN,GRU,4,0.1928,0.2805,1.1325,0.9268
FreeSolv,GIN,Set Transformer,0,0.2213,0.3218,1.2736,0.945
FreeSolv,GIN,Set Transformer,1,0.2372,0.3191,0.9236,0.8823
FreeSolv,GIN,Set Transformer,2,0.2489,0.3708,1.5574,0.8625
FreeSolv,GIN,Set Transformer,3,0.1781,0.285,1.4898,0.8965
FreeSolv,GIN,Set Transformer,4,0.2274,0.3653,1.6228,0.8815
FreeSolv,PNA,Sum,0,0.1822,0.2888,1.4344,0.9372
FreeSolv,PNA,Sum,1,0.2011,0.2675,0.8748,0.9061
FreeSolv,PNA,Sum,2,0.2346,0.3872,2.021,0.8569
FreeSolv,PNA,Sum,3,0.2429,0.3762,1.808,0.8148
FreeSolv,PNA,Sum,4,0.2149,0.339,1.5764,0.8982
FreeSolv,PNA,Max,0,0.1886,0.2376,0.5802,0.9536
FreeSolv,PNA,Max,1,0.192,0.2728,0.9464,0.8999
FreeSolv,PNA,Max,2,0.2369,0.3406,1.3531,0.8807
FreeSolv,PNA,Max,3,0.2208,0.307,1.1899,0.8762
FreeSolv,PNA,Max,4,0.1961,0.2623,0.9189,0.9325
FreeSolv,PNA,Mean,0,0.2423,0.3011,0.7721,0.9262
FreeSolv,PNA,Mean,1,0.2231,0.2941,1.0645,0.8869
FreeSolv,PNA,Mean,2,0.308,0.3955,0.953,0.8368
FreeSolv,PNA,Mean,3,0.2475,0.347,1.0089,0.8428
FreeSolv,PNA,Mean,4,0.2499,0.347,1.0085,0.8901
FreeSolv,PNA,Dense,0,0.177,0.2174,0.5402,0.9635
FreeSolv,PNA,Dense,1,0.2243,0.2912,0.8833,0.9049
FreeSolv,PNA,Dense,2,0.2381,0.3308,1.0781,0.8993
FreeSolv,PNA,Dense,3,0.2278,0.3229,1.0637,0.8728
FreeSolv,PNA,Dense,4,0.192,0.271,0.7831,0.9346
FreeSolv,PNA,GRU,0,0.2951,0.3726,1.1212,0.9161
FreeSolv,PNA,GRU,1,0.1499,0.2001,0.6742,0.9494
FreeSolv,PNA,GRU,2,0.2904,0.4099,1.2796,0.834
FreeSolv,PNA,GRU,3,0.2099,0.2811,0.9631,0.8956
FreeSolv,PNA,GRU,4,0.3283,0.4743,2.0938,0.8212
FreeSolv,PNA,Set Transformer,0,0.2041,0.2913,1.3173,0.9424
FreeSolv,PNA,Set Transformer,1,0.1674,0.236,0.7801,0.9497
FreeSolv,PNA,Set Transformer,2,0.2037,0.3266,1.6807,0.8939
FreeSolv,PNA,Set Transformer,3,0.1843,0.275,1.0417,0.9087
FreeSolv,PNA,Set Transformer,4,0.2055,0.3028,0.9991,0.9107
Lipo,GAT,Sum,0,0.3831,0.5067,2.7473,0.7644
Lipo,GAT,Sum,1,0.3579,0.505,4.6325,0.7102
Lipo,GAT,Sum,2,0.4216,0.5501,2.3244,0.7016
Lipo,GAT,Sum,3,0.3473,0.4873,2.656,0.7456
Lipo,GAT,Sum,4,0.4476,0.5934,2.8951,0.6945
Lipo,GAT,Max,0,0.5917,0.7349,2.3786,0.4985
Lipo,GAT,Max,1,0.5244,0.6645,2.6534,0.5362
Lipo,GAT,Max,2,0.5391,0.6872,2.1203,0.54
Lipo,GAT,Max,3,0.5064,0.66,2.3242,0.5573
Lipo,GAT,Max,4,0.5835,0.745,2.4467,0.5395
Lipo,GAT,Mean,0,0.4729,0.5962,2.4205,0.6658
Lipo,GAT,Mean,1,0.4743,0.5989,2.8718,0.5953
Lipo,GAT,Mean,2,0.4692,0.5968,2.0928,0.6492
Lipo,GAT,Mean,3,0.41,0.5633,3.5246,0.6622
Lipo,GAT,Mean,4,0.5628,0.71,2.2529,0.5728
Lipo,GAT,Dense,0,0.5115,0.6692,2.3753,0.5864
Lipo,GAT,Dense,1,0.5157,0.665,2.9182,0.4943
Lipo,GAT,Dense,2,0.5279,0.6735,2.7676,0.5421
Lipo,GAT,Dense,3,0.499,0.647,3.1489,0.5544
Lipo,GAT,Dense,4,0.5946,0.7577,2.7788,0.4995
Lipo,GAT,GRU,0,0.6335,0.7671,2.413,0.5134
Lipo,GAT,GRU,1,0.5152,0.6433,3.0498,0.5548
Lipo,GAT,GRU,2,0.437,0.5691,2.1198,0.6754
Lipo,GAT,GRU,3,0.4312,0.5781,2.9428,0.6472
Lipo,GAT,GRU,4,0.4808,0.6279,2.5995,0.6565
Lipo,GAT,Set Transformer,0,0.4075,0.5263,2.6531,0.7336
Lipo,GAT,Set Transformer,1,0.4104,0.5383,2.3595,0.6698
Lipo,GAT,Set Transformer,2,0.4455,0.5657,2.3518,0.6911
Lipo,GAT,Set Transformer,3,0.415,0.5593,2.5015,0.663
Lipo,GAT,Set Transformer,4,0.4369,0.5863,2.7721,0.7005
Lipo,GATv2,Sum,0,0.3785,0.5151,2.8217,0.7481
Lipo,GATv2,Sum,1,0.3636,0.4911,3.4254,0.7239
Lipo,GATv2,Sum,2,0.4206,0.5542,2.5943,0.6868
Lipo,GATv2,Sum,3,0.3661,0.5027,2.8504,0.7311
Lipo,GATv2,Sum,4,0.4313,0.5775,2.774,0.7103
Lipo,GATv2,Max,0,0.5968,0.7379,2.4238,0.4881
Lipo,GATv2,Max,1,0.5594,0.7026,2.2024,0.4743
Lipo,GATv2,Max,2,0.5799,0.7339,2.2697,0.4818
Lipo,GATv2,Max,3,0.5404,0.6976,3.0161,0.4911
Lipo,GATv2,Max,4,0.5971,0.7629,2.3377,0.5189
Lipo,GATv2,Mean,0,0.4719,0.5961,2.4106,0.6639
Lipo,GATv2,Mean,1,0.4242,0.5502,3.068,0.6614
Lipo,GATv2,Mean,2,0.4792,0.6161,2.4126,0.6288
Lipo,GATv2,Mean,3,0.409,0.5579,3.5561,0.6687
Lipo,GATv2,Mean,4,0.4862,0.6352,2.3714,0.6589
Lipo,GATv2,Dense,0,0.4956,0.6507,2.2397,0.5942
Lipo,GATv2,Dense,1,0.5227,0.6746,2.4898,0.4802
Lipo,GATv2,Dense,2,0.5311,0.6826,2.7069,0.5296
Lipo,GATv2,Dense,3,0.503,0.6553,3.2905,0.54
Lipo,GATv2,Dense,4,0.5792,0.7406,2.7962,0.5295
Lipo,GATv2,GRU,0,0.4645,0.6048,2.781,0.6785
Lipo,GATv2,GRU,1,0.5307,0.6577,3.0706,0.5538
Lipo,GATv2,GRU,2,0.4436,0.5747,2.769,0.6823
Lipo,GATv2,GRU,3,0.5874,0.7684,2.8249,0.5796
Lipo,GATv2,GRU,4,0.5736,0.759,3.0177,0.5873
Lipo,GATv2,Set Transformer,0,0.383,0.51,2.5728,0.7495
Lipo,GATv2,Set Transformer,1,0.3786,0.5039,2.0193,0.7108
Lipo,GATv2,Set Transformer,2,0.4436,0.5671,2.7911,0.6898
Lipo,GATv2,Set Transformer,3,0.4149,0.5523,2.6797,0.6718
Lipo,GATv2,Set Transformer,4,0.4311,0.5824,2.5531,0.7088
Lipo,GCN,Sum,0,0.4269,0.5555,2.6246,0.7123
Lipo,GCN,Sum,1,0.3759,0.554,5.7481,0.6505
Lipo,GCN,Sum,2,0.447,0.5827,2.8072,0.6545
Lipo,GCN,Sum,3,0.3784,0.5206,3.0197,0.7163
Lipo,GCN,Sum,4,0.4611,0.6245,2.6876,0.6611
Lipo,GCN,Max,0,0.4672,0.6149,2.6072,0.6459
Lipo,GCN,Max,1,0.4585,0.6078,3.6824,0.5772
Lipo,GCN,Max,2,0.5117,0.6565,2.1129,0.561
Lipo,GCN,Max,3,0.4473,0.5959,2.3527,0.6196
Lipo,GCN,Max,4,0.5186,0.6941,2.8852,0.5824
Lipo,GCN,Mean,0,0.4631,0.5841,2.3858,0.6725
Lipo,GCN,Mean,1,0.4419,0.5778,3.864,0.6172
Lipo,GCN,Mean,2,0.563,0.7254,2.8395,0.4638
Lipo,GCN,Mean,3,0.4488,0.5816,2.3583,0.6353
Lipo,GCN,Mean,4,0.5902,0.7531,2.3765,0.5074
Lipo,GCN,Dense,0,0.5176,0.6765,2.3758,0.5593
Lipo,GCN,Dense,1,0.5269,0.6715,2.1084,0.4908
Lipo,GCN,Dense,2,0.5339,0.6914,3.2101,0.5131
Lipo,GCN,Dense,3,0.5315,0.683,3.6264,0.5107
Lipo,GCN,Dense,4,0.5838,0.7497,2.6025,0.5121
Lipo,GCN,GRU,0,0.5173,0.672,2.6937,0.581
Lipo,GCN,GRU,1,0.5005,0.6338,3.1289,0.5444
Lipo,GCN,GRU,2,0.5138,0.6772,2.7711,0.548
Lipo,GCN,GRU,3,0.4311,0.5784,2.4129,0.6676
Lipo,GCN,GRU,4,0.5311,0.7087,2.9851,0.5793
Lipo,GCN,Set Transformer,0,0.4272,0.5446,2.5509,0.7181
Lipo,GCN,Set Transformer,1,0.4366,0.5634,2.6585,0.6526
Lipo,GCN,Set Transformer,2,0.43,0.5577,2.6425,0.6873
Lipo,GCN,Set Transformer,3,0.4208,0.5617,2.359,0.6592
Lipo,GCN,Set Transformer,4,0.4422,0.6045,2.9987,0.6818
Lipo,GIN,Sum,0,0.3938,0.5444,3.1163,0.7167
Lipo,GIN,Sum,1,0.3825,0.5495,5.0568,0.6663
Lipo,GIN,Sum,2,0.3922,0.5362,3.3109,0.7185
Lipo,GIN,Sum,3,0.3836,0.5362,2.7769,0.7036
Lipo,GIN,Sum,4,0.426,0.5924,2.8309,0.698
Lipo,GIN,Max,0,0.4389,0.5804,2.7424,0.6801
Lipo,GIN,Max,1,0.4583,0.631,3.4167,0.5784
Lipo,GIN,Max,2,0.43,0.5839,2.7951,0.6575
Lipo,GIN,Max,3,0.4009,0.5528,2.4025,0.6719
Lipo,GIN,Max,4,0.4801,0.644,2.7842,0.6427
Lipo,GIN,Mean,0,0.43,0.5576,2.3896,0.7046
Lipo,GIN,Mean,1,0.4259,0.5685,3.6999,0.631
Lipo,GIN,Mean,2,0.5006,0.6517,2.7252,0.5681
Lipo,GIN,Mean,3,0.4206,0.5617,2.4438,0.6705
Lipo,GIN,Mean,4,0.5254,0.6805,2.3756,0.6017
Lipo,GIN,Dense,0,0.5114,0.6609,2.21,0.5848
Lipo,GIN,Dense,1,0.5175,0.6569,2.0639,0.5065
Lipo,GIN,Dense,2,0.5273,0.6815,2.8392,0.5289
Lipo,GIN,Dense,3,0.5162,0.6726,3.2277,0.5118
Lipo,GIN,Dense,4,0.5672,0.7302,2.556,0.5354
Lipo,GIN,GRU,0,0.5197,0.6725,2.5655,0.5842
Lipo,GIN,GRU,1,0.44,0.5956,3.5043,0.6283
Lipo,GIN,GRU,2,0.4944,0.6586,2.7642,0.5825
Lipo,GIN,GRU,3,0.4153,0.5493,2.6263,0.6865
Lipo,GIN,GRU,4,0.5439,0.7134,2.9495,0.5785
Lipo,GIN,Set Transformer,0,0.3961,0.5257,2.5711,0.7409
Lipo,GIN,Set Transformer,1,0.4185,0.5532,2.4581,0.6584
Lipo,GIN,Set Transformer,2,0.4182,0.5504,2.3403,0.6979
Lipo,GIN,Set Transformer,3,0.4067,0.5577,2.6305,0.6677
Lipo,GIN,Set Transformer,4,0.4271,0.5764,2.9225,0.7168
Lipo,PNA,Sum,0,0.3567,0.5036,2.7296,0.7571
Lipo,PNA,Sum,1,0.3502,0.5066,4.7006,0.709
Lipo,PNA,Sum,2,0.3742,0.4975,2.9498,0.7585
Lipo,PNA,Sum,3,0.3269,0.4596,2.5508,0.7781
Lipo,PNA,Sum,4,0.4068,0.5642,2.9322,0.7275
Lipo,PNA,Max,0,0.393,0.5365,2.748,0.7282
Lipo,PNA,Max,1,0.4168,0.5532,3.1521,0.6529
Lipo,PNA,Max,2,0.4263,0.579,2.7279,0.6843
Lipo,PNA,Max,3,0.4257,0.6001,3.249,0.618
Lipo,PNA,Max,4,0.4438,0.5931,2.7795,0.6999
Lipo,PNA,Mean,0,0.4312,0.5459,2.2279,0.7125
Lipo,PNA,Mean,1,0.3986,0.5355,3.4848,0.677
Lipo,PNA,Mean,2,0.4473,0.5766,2.182,0.6614
Lipo,PNA,Mean,3,0.4007,0.553,3.396,0.6838
Lipo,PNA,Mean,4,0.503,0.6531,2.5703,0.6365
Lipo,PNA,Dense,0,0.4651,0.6152,2.5472,0.6363
Lipo,PNA,Dense,1,0.4601,0.606,2.6394,0.5906
Lipo,PNA,Dense,2,0.4999,0.6303,2.5984,0.596
Lipo,PNA,Dense,3,0.4563,0.602,3.1298,0.616
Lipo,PNA,Dense,4,0.5106,0.6734,3.1676,0.6107
Lipo,PNA,GRU,0,0.4766,0.6171,2.6716,0.6542
Lipo,PNA,GRU,1,0.4182,0.5504,1.9359,0.6575
Lipo,PNA,GRU,2,0.7572,0.9515,2.9465,0.1151
Lipo,PNA,GRU,3,0.4013,0.5536,3.1227,0.6747
Lipo,PNA,GRU,4,0.5191,0.6774,2.7119,0.604
Lipo,PNA,Set Transformer,0,0.3629,0.4934,2.868,0.7649
Lipo,PNA,Set Transformer,1,0.3679,0.4754,1.8935,0.7482
Lipo,PNA,Set Transformer,2,0.4415,0.5631,2.58,0.6972
Lipo,PNA,Set Transformer,3,0.3868,0.5345,3.0372,0.6925
Lipo,PNA,Set Transformer,4,0.4151,0.5652,2.8824,0.7307
QM7,GAT,Sum,0,0.7628,0.9687,3.7514,0.0843
QM7,GAT,Sum,1,0.763,0.9643,4.7776,0.1141
QM7,GAT,Sum,2,0.8096,1.0277,4.1442,0.0939
QM7,GAT,Sum,3,0.7321,0.9229,3.4531,0.1181
QM7,GAT,Sum,4,0.7268,0.9214,3.183,0.0991
QM7,GAT,Max,0,0.7969,0.9976,3.4874,0.0281
QM7,GAT,Max,1,0.7694,0.9777,4.7962,0.0882
QM7,GAT,Max,2,0.8365,1.0578,4.2381,0.047
QM7,GAT,Max,3,0.7395,0.9307,3.4128,0.1022
QM7,GAT,Max,4,0.7482,0.9468,3.7487,0.0485
QM7,GAT,Mean,0,0.7965,0.9971,3.594,0.0291
QM7,GAT,Mean,1,0.7919,1.0034,5.2231,0.038
QM7,GAT,Mean,2,0.849,1.0695,4.089,0.025
QM7,GAT,Mean,3,0.7907,0.9804,3.3026,0.0104
QM7,GAT,Mean,4,0.7396,0.9416,3.6606,0.064
QM7,GAT,Dense,0,0.7914,0.983,3.1832,0.0657
QM7,GAT,Dense,1,0.7919,1.0017,4.5746,0.0434
QM7,GAT,Dense,2,0.8538,1.0611,3.7198,0.0468
QM7,GAT,Dense,3,0.7791,0.9743,3.4022,0.0341
QM7,GAT,Dense,4,0.7451,0.9376,3.5676,0.0955
QM7,GAT,GRU,0,0.6906,0.8787,4.1021,0.2509
QM7,GAT,GRU,1,0.7191,0.8976,3.5463,0.2403
QM7,GAT,GRU,2,0.751,0.9331,3.3404,0.2513
QM7,GAT,GRU,3,0.6904,0.8785,3.172,0.2005
QM7,GAT,GRU,4,0.6615,0.8247,2.5162,0.2698
QM7,GAT,Set Transformer,0,0.8137,1.0115,3.0102,0.0014
QM7,GAT,Set Transformer,1,0.8148,1.023,5.0859,0.0365
QM7,GAT,Set Transformer,2,0.8682,1.0825,4.2338,0.0104
QM7,GAT,Set Transformer,3,0.7925,0.9822,3.332,0.0027
QM7,GAT,Set Transformer,4,0.768,0.9672,3.8829,0.0354
QM7,GATv2,Sum,0,0.7942,0.9946,3.539,0.0333
QM7,GATv2,Sum,1,0.7445,0.9532,4.7564,0.1317
QM7,GATv2,Sum,2,0.8283,1.0544,4.2776,0.06
QM7,GATv2,Sum,3,0.7905,0.9814,3.3592,0.0055
QM7,GATv2,Sum,4,0.7533,0.9564,3.9805,0.0258
QM7,GATv2,Max,0,0.7928,0.9913,3.4676,0.0415
QM7,GATv2,Max,1,0.7722,0.9844,5.136,0.0738
QM7,GATv2,Max,2,0.85,1.0706,4.3,0.0208
QM7,GATv2,Max,3,0.7927,0.9835,3.3698,0.0011
QM7,GATv2,Max,4,0.7554,0.9567,3.965,0.0246
QM7,GATv2,Mean,0,0.7963,0.9975,3.5942,0.0284
QM7,GATv2,Mean,1,0.7886,0.998,5.0091,0.0486
QM7,GATv2,Mean,2,0.8437,1.0662,4.451,0.0295
QM7,GATv2,Mean,3,0.7929,0.984,3.3748,0.0035
QM7,GATv2,Mean,4,0.7433,0.9447,3.6882,0.0563
QM7,GATv2,Dense,0,0.7941,0.9812,3.4151,0.0619
QM7,GATv2,Dense,1,0.7963,1.0013,4.7726,0.0422
QM7,GATv2,Dense,2,0.8513,1.0516,3.683,0.0537
QM7,GATv2,Dense,3,0.7717,0.9621,3.1457,0.0665
QM7,GATv2,Dense,4,0.7588,0.9575,3.7421,0.0948
QM7,GATv2,GRU,0,0.7028,0.8976,3.8152,0.2186
QM7,GATv2,GRU,1,0.6849,0.8766,3.7658,0.2734
QM7,GATv2,GRU,2,0.723,0.8987,3.5784,0.3036
QM7,GATv2,GRU,3,0.6858,0.885,3.6109,0.1917
QM7,GATv2,GRU,4,0.6449,0.8212,2.6535,0.2778
QM7,GATv2,Set Transformer,0,0.8139,1.0115,3.0054,0.0105
QM7,GATv2,Set Transformer,1,0.8151,1.0232,5.0774,0.0206
QM7,GATv2,Set Transformer,2,0.8687,1.0831,4.2406,0.0102
QM7,GATv2,Set Transformer,3,0.7925,0.9822,3.3344,0.0016
QM7,GATv2,Set Transformer,4,0.768,0.9667,3.8748,0.0133
QM7,GCN,Sum,0,0.789,0.9895,3.803,0.0447
QM7,GCN,Sum,1,0.6874,0.8636,3.2108,0.2897
QM7,GCN,Sum,2,0.7425,0.9245,3.239,0.2675
QM7,GCN,Sum,3,0.782,0.974,3.2848,0.0202
